Temps;EA0;Temps;EA1;Temps;I
0.000253;1.06165291368961;0.000253;-1.4202566742897;0.000253;0.00480542331933975
0.000254;1.05669423937798;0.000254;-1.38054311275482;0.000254;0.0130911457041899
0.000255;1.04181821644306;0.000255;-1.35572213679552;0.000255;0.0180625791351
0.000256;1.03190086781979;0.000256;-1.32593696564436;0.000256;0.0213768680890401
0.000257;1.02694219350815;0.000257;-1.29118759930134;0.000257;0.01640543465813
0.000258;1.01206617057323;0.000258;-1.26636662334204;0.000258;0.0213768680890401
0.000259;0.997190147638321;0.000259;-1.24154564738274;0.000259;0.0114340012272199
0.00026;0.992231473326683;0.00026;-1.20679628103971;0.00026;0.0180625791351
0.000261;0.982314124703407;0.000261;-1.17204691469669;0.000261;0.0197197236120701
0.000262;0.972396776080132;0.000262;-1.13729754835367;0.000262;0.0246911570429802
0.000263;0.957520753145218;0.000263;-1.11247657239437;0.000263;0.0362911683817705
0.000264;0.942644730210304;0.000264;-1.08269140124321;0.000264;0.0445768907666206
0.000265;0.922810032963753;0.000265;-1.06283462047577;0.000265;0.0512054686745008
0.000266;0.902975335717201;0.000266;-1.04297783970833;0.000266;0.062805480013291
0.000267;0.898016661405563;0.000267;-1.00326427817345;0.000267;0.0644626244902611
0.000268;0.878181964159012;0.000268;-0.983407497406006;0.000268;0.0727483468751113
0.000269;0.863305941224098;0.000269;-0.953622326254845;0.000269;0.0710912023981412
0.00027;0.848429918289185;0.00027;-0.923837155103683;0.00027;0.0644626244902611
0.000271;0.838512569665909;0.000271;-0.899016179144382;0.000271;0.061148335536321
0.000272;0.818677872419357;0.000272;-0.879159398376942;0.000272;0.062805480013291
0.000273;0.808760523796082;0.000273;-0.84441003203392;0.000273;0.062805480013291
0.000274;0.793884500861168;0.000274;-0.819589056074619;0.000274;0.0661197689672311
0.000275;0.779008477926254;0.000275;-0.794768080115318;0.000275;0.0694340579211712
0.000276;0.769091129302979;0.000276;-0.760018713772297;0.000276;0.0826912137369315
0.000277;0.744297757744789;0.000277;-0.745126128196716;0.000277;0.0942912250757217
0.000278;0.724463060498238;0.000278;-0.725269347429276;0.000278;0.0992626585066319
0.000279;0.704628363251686;0.000279;-0.705412566661835;0.000279;0.102576947460572
0.00028;0.684793666005135;0.00028;-0.685555785894394;0.00028;0.117491247753302
0.000281;0.674876317381859;0.000281;-0.655770614743233;0.000281;0.119148392230272
0.000282;0.660000294446945;0.000282;-0.630949638783932;0.000282;0.114176958799362
0.000283;0.635206922888756;0.000283;-0.621021248400211;0.000283;0.105891236414512
0.000284;0.620330899953842;0.000284;-0.59620027244091;0.000284;0.107548380891482
0.000285;0.600496202707291;0.000285;-0.57634349167347;0.000285;0.0992626585066319
0.000286;0.585620179772377;0.000286;-0.556486710906029;0.000286;0.0992626585066319
0.000287;0.570744156837463;0.000287;-0.531665734946728;0.000287;0.102576947460572
0.000288;0.55586813390255;0.000288;-0.511808954179287;0.000288;0.110862669845422
0.000289;0.540992110967636;0.000289;-0.491952173411846;0.000289;0.115834103276332
0.00029;0.516198739409447;0.00029;-0.477059587836266;0.00029;0.120805536707242
0.000291;0.491405367851257;0.000291;-0.482023783028126;0.000291;0.130748403569063
0.000292;0.476529344916344;0.000292;-0.457202807068825;0.000292;0.142348414907853
0.000293;0.456694647669792;0.000293;-0.442310221493244;0.000293;0.139034125953913
0.000294;0.436859950423241;0.000294;-0.432381831109524;0.000294;0.144005559384823
0.000295;0.421983927488327;0.000295;-0.417489245533943;0.000295;0.139034125953913
0.000296;0.402149230241776;0.000296;-0.407560855150223;0.000296;0.142348414907853
0.000297;0.387273207306862;0.000297;-0.387704074382782;0.000297;0.127434114615122
0.000298;0.362479835748672;0.000298;-0.382739879190922;0.000298;0.129091259092093
0.000299;0.352562487125397;0.000299;-0.362883098423481;0.000299;0.134062692523003
0.0003;0.332727789878845;0.0003;-0.352954708039761;0.0003;0.129091259092093
0.000301;0.317851766943932;0.000301;-0.34302631765604;0.000301;0.134062692523003
0.000302;0.302975744009018;0.000302;-0.33309792727232;0.000302;0.137376981476943
0.000303;0.278182372450829;0.000303;-0.33309792727232;0.000303;0.153948426246643
0.000304;0.253389000892639;0.000304;-0.33309792727232;0.000304;0.155605570723613
